company,product,date,price
66 Металлообрабатывающий завод,Провода,2025-04-29,147.93
66 Металлообрабатывающий завод,Металлоконструкции,2025-04-29,76960.94
Лепсе,Арматура,2025-04-29,127.44
Лепсе,Сетки металлические,2025-04-29,149.95
Завод Сельмаш,Корпуса,2025-04-29,4930.99
Лискимонтажконструкция,Металлоконструкции,2025-04-29,67624.29
Лискимонтажконструкция,Рессоры,2025-04-29,21196.41
Лискимонтажконструкция,Стальные изделия,2025-04-29,132.65
Завод корпусов,Стальные изделия,2025-04-29,157.28
Завод корпусов,Металлоконструкции,2025-04-29,77655.0
Завод корпусов,Корпуса,2025-04-29,5467.88
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-04-29,114.46
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-04-29,119.3
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-04-29,126.99
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-04-29,130.44
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-04-29,120.0
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-04-29,138.75
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-04-29,128.32
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-04-29,124.79
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-04-29,121.51
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-04-29,120.88
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-04-29,153.06
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-05-06,320.32
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-05-06,104.24
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-05-06,2575.53
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-05-06,311.94
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-05-06,78.74
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-05-06,142.41
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-05-06,18239.68
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-05-06,112.18
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-05-06,2882.86
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-05-06,20945.64
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-05-06,2608.41
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-05-06,87.6
66 Металлообрабатывающий завод,Провода,2025-05-06,135.27
66 Металлообрабатывающий завод,Металлоконструкции,2025-05-06,77996.22
Лепсе,Арматура,2025-05-06,127.71
Лепсе,Сетки металлические,2025-05-06,149.33
Завод Сельмаш,Корпуса,2025-05-06,5069.83
Лискимонтажконструкция,Металлоконструкции,2025-05-06,64560.88
Лискимонтажконструкция,Рессоры,2025-05-06,21552.45
Лискимонтажконструкция,Стальные изделия,2025-05-06,129.05
Завод корпусов,Стальные изделия,2025-05-06,153.72
Завод корпусов,Металлоконструкции,2025-05-06,75011.09
Завод корпусов,Корпуса,2025-05-06,5101.59
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-05-06,116.47
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-05-06,116.53
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-05-06,133.15
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-05-06,136.37
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-05-06,126.93
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-06,142.57
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-05-06,137.24
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-06,127.98
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-06,114.55
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-06,118.32
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-06,151.8
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-05-13,344.9
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-05-13,104.8
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-05-13,2579.31
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-05-13,292.25
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-05-13,81.28
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-05-13,141.0
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-05-13,17171.07
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-05-13,115.39
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-05-13,2930.19
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-05-13,19514.7
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-05-13,2478.04
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-05-13,94.23
66 Металлообрабатывающий завод,Провода,2025-05-13,134.81
66 Металлообрабатывающий завод,Металлоконструкции,2025-05-13,79212.08
Лепсе,Арматура,2025-05-13,126.74
Лепсе,Сетки металлические,2025-05-13,145.64
Завод Сельмаш,Корпуса,2025-05-13,5059.38
Лискимонтажконструкция,Металлоконструкции,2025-05-13,65227.66
Лискимонтажконструкция,Рессоры,2025-05-13,21234.42
Лискимонтажконструкция,Стальные изделия,2025-05-13,123.85
Завод корпусов,Стальные изделия,2025-05-13,157.55
Завод корпусов,Металлоконструкции,2025-05-13,78777.85
Завод корпусов,Корпуса,2025-05-13,5152.55
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-05-13,124.97
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-05-13,125.9
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-05-13,127.46
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-05-13,137.61
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-05-13,121.05
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-13,143.72
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-05-13,131.91
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-13,120.23
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-13,122.04
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-13,123.73
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-13,148.69
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-05-20,337.37
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-05-20,100.02
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-05-20,2542.32
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-05-20,305.42
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-05-20,80.05
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-05-20,147.34
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-05-20,17162.41
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-05-20,115.07
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-05-20,2842.41
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-05-20,20178.58
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-05-20,2396.31
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-05-20,93.14
66 Металлообрабатывающий завод,Провода,2025-05-20,146.34
66 Металлообрабатывающий завод,Металлоконструкции,2025-05-20,76681.47
Лепсе,Арматура,2025-05-20,122.34
Лепсе,Сетки металлические,2025-05-20,140.59
Завод Сельмаш,Корпуса,2025-05-20,4872.27
Лискимонтажконструкция,Металлоконструкции,2025-05-20,65739.37
Лискимонтажконструкция,Рессоры,2025-05-20,21681.51
Лискимонтажконструкция,Стальные изделия,2025-05-20,127.97
Завод корпусов,Стальные изделия,2025-05-20,147.0
Завод корпусов,Металлоконструкции,2025-05-20,81669.27
Завод корпусов,Корпуса,2025-05-20,5309.92
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-05-20,119.98
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-05-20,116.04
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-05-20,125.21
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-05-20,133.33
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-05-20,131.25
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-20,135.48
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-05-20,138.71
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-20,125.08
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-20,117.9
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-20,127.97
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-20,158.26
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-05-29,300.68
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-05-29,102.51
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-05-29,2807.56
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-05-29,332.29
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-05-29,90.32
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-05-29,143.08
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-05-29,18802.23
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-05-29,144.93
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-05-29,3114.09
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-05-29,17078.23
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-05-29,2824.53
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-05-29,71.21
66 Металлообрабатывающий завод,Провода,2025-05-29,136.4
66 Металлообрабатывающий завод,Металлоконструкции,2025-05-29,71851.44
Лепсе,Арматура,2025-05-29,115.23
Лепсе,Сетки металлические,2025-05-29,132.36
Завод Сельмаш,Корпуса,2025-05-29,5676.69
Лискимонтажконструкция,Металлоконструкции,2025-05-29,71344.12
Лискимонтажконструкция,Рессоры,2025-05-29,18187.42
Лискимонтажконструкция,Стальные изделия,2025-05-29,141.12
Завод корпусов,Стальные изделия,2025-05-29,131.97
Завод корпусов,Металлоконструкции,2025-05-29,64777.09
Завод корпусов,Корпуса,2025-05-29,5061.74
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-05-29,120.27
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-05-29,133.72
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-05-29,151.65
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-05-29,137.6
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-05-29,151.46
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-29,125.04
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-05-29,119.77
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-29,137.68
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-29,112.65
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-29,136.49
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-05-29,150.96
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-06-05,324.54
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-06-05,103.68
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-06-05,2780.79
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-06-05,309.91
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-06-05,90.52
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-06-05,148.11
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-06-05,19535.12
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-06-05,138.1
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-06-05,3110.72
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-06-05,17531.39
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-06-05,2624.66
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-06-05,77.9
66 Металлообрабатывающий завод,Провода,2025-06-05,141.94
66 Металлообрабатывающий завод,Металлоконструкции,2025-06-05,69654.08
Лепсе,Арматура,2025-06-05,114.51
Лепсе,Сетки металлические,2025-06-05,135.75
Завод Сельмаш,Корпуса,2025-06-05,5872.52
Лискимонтажконструкция,Металлоконструкции,2025-06-05,70139.65
Лискимонтажконструкция,Рессоры,2025-06-05,18258.04
Лискимонтажконструкция,Стальные изделия,2025-06-05,142.54
Завод корпусов,Стальные изделия,2025-06-05,132.5
Завод корпусов,Металлоконструкции,2025-06-05,62369.63
Завод корпусов,Корпуса,2025-06-05,5000.66
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-06-05,121.86
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-06-05,127.75
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-06-05,152.48
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-06-05,146.44
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-06-05,144.8
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-05,120.86
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-06-05,124.08
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-05,145.59
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-05,116.6
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-05,137.15
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-05,141.16
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-06-12,318.29
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-06-12,102.01
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-06-12,3052.71
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-06-12,320.65
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-06-12,92.53
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-06-12,148.64
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-06-12,20591.41
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-06-12,138.11
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-06-12,3003.14
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-06-12,17758.15
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-06-12,2644.95
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-06-12,75.92
66 Металлообрабатывающий завод,Провода,2025-06-12,142.23
66 Металлообрабатывающий завод,Металлоконструкции,2025-06-12,72908.59
Лепсе,Арматура,2025-06-12,120.44
Лепсе,Сетки металлические,2025-06-12,132.5
Завод Сельмаш,Корпуса,2025-06-12,5781.83
Лискимонтажконструкция,Металлоконструкции,2025-06-12,73867.44
Лискимонтажконструкция,Рессоры,2025-06-12,17728.71
Лискимонтажконструкция,Стальные изделия,2025-06-12,141.92
Завод корпусов,Стальные изделия,2025-06-12,131.86
Завод корпусов,Металлоконструкции,2025-06-12,62089.87
Завод корпусов,Корпуса,2025-06-12,5124.26
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-06-12,123.47
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-06-12,129.36
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-06-12,144.83
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-06-12,143.09
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-06-12,148.26
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-12,127.81
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-06-12,130.05
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-12,140.98
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-12,118.28
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-12,143.5
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-12,147.73
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-06-19,323.41
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-06-19,96.17
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-06-19,3000.24
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-06-19,322.32
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-06-19,85.11
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-06-19,140.96
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-06-19,18687.48
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-06-19,147.55
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-06-19,2905.0
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-06-19,18222.62
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-06-19,2805.52
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-06-19,75.71
66 Металлообрабатывающий завод,Провода,2025-06-19,134.46
66 Металлообрабатывающий завод,Металлоконструкции,2025-06-19,68173.77
Лепсе,Арматура,2025-06-19,114.59
Лепсе,Сетки металлические,2025-06-19,133.37
Завод Сельмаш,Корпуса,2025-06-19,5555.33
Лискимонтажконструкция,Металлоконструкции,2025-06-19,71649.7
Лискимонтажконструкция,Рессоры,2025-06-19,17865.12
Лискимонтажконструкция,Стальные изделия,2025-06-19,138.6
Завод корпусов,Стальные изделия,2025-06-19,133.85
Завод корпусов,Металлоконструкции,2025-06-19,64111.94
Завод корпусов,Корпуса,2025-06-19,5034.72
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-06-19,114.88
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-06-19,126.28
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-06-19,154.49
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-06-19,143.14
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-06-19,144.37
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-19,124.5
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-06-19,126.72
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-19,140.58
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-19,112.35
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-19,144.98
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-19,139.81
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-06-28,321.17
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-06-28,82.33
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-06-28,2832.74
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-06-28,273.63
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-06-28,80.04
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-06-28,132.91
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-06-28,19899.13
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-06-28,119.24
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-06-28,3021.91
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-06-28,17952.61
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-06-28,2586.36
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-06-28,80.41
66 Металлообрабатывающий завод,Провода,2025-06-28,123.05
66 Металлообрабатывающий завод,Металлоконструкции,2025-06-28,72543.46
Лепсе,Арматура,2025-06-28,128.5
Лепсе,Сетки металлические,2025-06-28,111.25
Завод Сельмаш,Корпуса,2025-06-28,4559.47
Лискимонтажконструкция,Металлоконструкции,2025-06-28,56209.56
Лискимонтажконструкция,Рессоры,2025-06-28,15831.17
Лискимонтажконструкция,Стальные изделия,2025-06-28,134.56
Завод корпусов,Стальные изделия,2025-06-28,123.23
Завод корпусов,Металлоконструкции,2025-06-28,67922.91
Завод корпусов,Корпуса,2025-06-28,4988.14
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-06-28,123.21
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-06-28,116.12
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-06-28,130.29
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-06-28,112.0
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-06-28,123.46
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-28,117.3
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-06-28,138.32
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-28,131.82
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-28,133.57
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-28,107.84
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-06-28,138.48
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-07-05,313.77
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-07-05,82.19
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-07-05,2754.84
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-07-05,284.45
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-07-05,86.52
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-07-05,135.05
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-07-05,19588.17
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-07-05,112.66
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-07-05,2847.25
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-07-05,16922.51
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-07-05,2536.63
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-07-05,87.93
66 Металлообрабатывающий завод,Провода,2025-07-05,129.95
66 Металлообрабатывающий завод,Металлоконструкции,2025-07-05,67548.0
Лепсе,Арматура,2025-07-05,129.73
Лепсе,Сетки металлические,2025-07-05,115.94
Завод Сельмаш,Корпуса,2025-07-05,4568.5
Лискимонтажконструкция,Металлоконструкции,2025-07-05,57883.15
Лискимонтажконструкция,Рессоры,2025-07-05,16193.37
Лискимонтажконструкция,Стальные изделия,2025-07-05,140.13
Завод корпусов,Стальные изделия,2025-07-05,123.74
Завод корпусов,Металлоконструкции,2025-07-05,71510.53
Завод корпусов,Корпуса,2025-07-05,4945.15
Завод chelyabinskiy-zavod-litoy-ostat,Металлопродукция,2025-07-05,122.29
Завод kamensk-uralskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-07-05,112.38
Завод kirovskiy-zavod-po-obrabotke-tsvetnyh-metallov,Металлопродукция,2025-07-05,126.95
Завод krasnoyarskiy-zavod-tsvetnyh-metallov,Металлопродукция,2025-07-05,113.33
Завод litsey-tsvetnyh-metallov,Металлопродукция,2025-07-05,128.96
Завод balashikhinskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-05,124.91
Завод vladimirskiy-zavod-metalloizdeliy,Металлопродукция,2025-07-05,131.55
Завод voronezhskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-05,125.22
Завод ekaterinburgskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-05,122.65
Завод izhevskiy-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-05,111.63
Завод kazan-metalloobrabatyvayuschiy-zavod,Металлопродукция,2025-07-05,142.23
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Болты,2025-07-12,322.6
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Метизы,2025-07-12,88.11
"ОАО ""Волгоградский завод тракторных деталей и нормалей""",Детали тракторные,2025-07-12,2772.34
"ОАО ""Белебеевский завод ""Автонормаль""",Болты,2025-07-12,287.18
"ОАО ""Белебеевский завод ""Автонормаль""",Пружины,2025-07-12,80.51
"ОАО ""Белебеевский завод ""Автонормаль""",Прессовые изделия,2025-07-12,133.9
"ОАО ""Челябинский кузнечно-прессовый завод""",Рессоры,2025-07-12,19830.56
"ОАО ""Челябинский кузнечно-прессовый завод""",Стальные изделия,2025-07-12,114.07
"ОАО ""Челябинский кузнечно-прессовый завод""",Детали тракторные,2025-07-12,3019.24
"ЗАО ""Белорецкий завод рессор и пружин""",Рессоры,2025-07-12,17236.97
"ЗАО ""Белорецкий завод рессор и пружин""",Детали тракторные,2025-07-12,2452.06
"ЗАО ""Белорецкий завод рессор и пружин""",Пружины,2025-07-12,83.8
66 Металлообрабатывающий завод,Провода,2025-07-12,126.38
66 Металлообрабатывающий завод,Металлоконструкции,2025-07-12,71086.49
Лепсе,Арматура,2025-07-12,132.86
Лепсе,Сетки металлические,2025-07-12,121.8
Завод Сельмаш,Корпуса,2025-07-12,4877.81
Лискимонтажконструкция,Металлоконструкции,2025-07-12,60553.16
Лискимонтажконструкция,Рессоры,2025-07-12,15974.72
Лискимонтажконструкция,Стальные изделия,2025-07-12,131.9
Завод корпусов,Стальные изделия,2025-07-12,121.06
